어플 이름,리뷰 내용,별점,리뷰 작성 시 앱 버전
DAILY NOTE,편하고 예뻐요 😄,5,2.8.10
DAILY NOTE,좋습니다.,4,2.8.10
DAILY NOTE,깔끔한 디자인이 맘에 들어요 보기도 좋고 쓰기도 편해요  건의사항은 몇달전 일기를 보다가 다시 오늘로 돌아갈 수 있는 아이콘이 있었으면 좋겠어요,5,2.8.10
DAILY NOTE,완전 마음에 들어요!!!!심플하고 복잡하지 않아서 너무 좋아요~Good!Good!👍👍,5,2.8.10
DAILY NOTE,깔끔하고 너무 좋습니다. 추천합니다,5,2.8.10
DAILY NOTE,쓸데없는거 없이 딱 간단히 원하는것만있어서 너무 좋아요,5,2.8.9
DAILY NOTE,좋음,5,2.8.10
DAILY NOTE,심플한 디자인 좋습니다!,5,2.8.10
DAILY NOTE,짱 좋아요!,5,2.8.9
DAILY NOTE,좋네요,5,2.8.10
DAILY NOTE,잘쓰고있습니다 ^^,5,2.8.10
DAILY NOTE,좋아요 ㅎㅎ잘 쓰겠습니다,5,2.8.10
DAILY NOTE,딱 원하는 기능만 있네요 글씨체도 너무 예쁘고 잘 쓰고 있습니다.,5,2.8.10
DAILY NOTE,디자인도 깔끔하고 계획세우는데도 잘쓰고있어요 너무 좋습니다!,5,2.8.10
DAILY NOTE,깔끔하게 쓰기 좋아요 다이어리도 되고 스케쥴러도 되고요.,5,2.8.9
DAILY NOTE,좋네요.일일 자동백업까지 되면 더 좋을것같네요.,4,2.8.10
DAILY NOTE,감사히 잘 쓰고있습니다. 캘린더 식으로 쓴 글을 다 한눈에 볼수있었음 더 좋겠다는 생각을 해봅니다,3,2.8.9
DAILY NOTE,딱 간편하구 일기장으루만 쓸수있어좋네요! 글씨도예뿜,5,2.8.9
DAILY NOTE,아주 간단하여 편리하게 잘 쓰고 있습니다,5,2.8.9
DAILY NOTE,깔끔하고 수정하기도 편하고 좋아요,4,2.8.9
DAILY NOTE,"깔끔한 디자인, 간단히 하루에 대해 기록할 때 쓰기 좋아요. 다만 글씨체를 바꾸는 기능이 생긴다면 더 유용해질 것 같아요.",5,2.8.9
DAILY NOTE,깔끔해서 좋습니다. 그것만으로도 충분.,5,2.8.9
DAILY NOTE,초간편하고 예뻐서 좋아요,5,2.8.9
DAILY NOTE,저 한테 딱이네요,5,2.8.9
DAILY NOTE,좋아요 이전까진 정말 좋았는데 노트8로 갈아타고 나서 이상하게 시간기록하는 버튼있는곳에 글씨가 겹쳐지기도 하고 다 쓰고 확인하려고 볼때 블랙화면이 아래에 뜨는 버그같은 것만 해결되면 진짜 좋아요,4,2.8.9
DAILY NOTE,좋아요... 돈냈고 리뷰도 썻는데 자꾸 쓰라고 안했으면 좋겠네요,5,2.8.9
DAILY NOTE,간단하고 깔끔하게 쓸수있어서 좋아요,5,2.8.9
DAILY NOTE,ㅠㅠㅠㅠㅠ좋아요 깔끔하고,5,2.8.9
DAILY NOTE,Good,5,2.8.9
DAILY NOTE,글자 배치나 간격이 좋아서 계속 사용하고 싶네요.,5,2.8.9
DAILY NOTE,좋아요 ㅎㅎ,5,2.8.9
DAILY NOTE,최고. 깔끔하고 너무 좋다,5,2.8.9
DAILY NOTE,편하게 일기 쓰기 좋아요 깔끔해서 예뻐요,5,2.8.9
DAILY NOTE,너무 깔끔하고 이뻐요♡,5,2.8.9
DAILY NOTE,정말 좋은 앱입니다ㅎㅎㅎㅎ 강추,5,2.8.9
DAILY NOTE,한줄 일기쓰기 딱 좋아요,5,2.8.9
DAILY NOTE,좋은앱이에요 감사합니다,5,2.8.9
DAILY NOTE,아주 굳,5,2.8.8
DAILY NOTE,좋아요,5,2.8.9
DAILY NOTE,두번째 소개사진처럼 달력보려고하는데 어디있는지 모르겠어요...,4,2.8.9
DAILY NOTE,"깔끔하고 간편하다는점이 정말 마음에 드는데, 단점을 굳이 찾자면 쓴 글을 수정할 때 어디를 터치하든지 무조건 커서가 글의 맨 뒤로 간다는 점? 별거 아니라서 크게 불편하진 않음ㅋㅋㅋ",4,2.8.9
DAILY NOTE,깔끔해서 좋아요,5,2.8.9
DAILY NOTE,딱 원하던 앱입니다 다만 사진이 조금 더 첨부되면 좋겠습니다~,5,2.8.9
DAILY NOTE,지문인식 맘에듬,3,2.8.9
DAILY NOTE,좋아요,5,2.8.9
DAILY NOTE,꼭 필요한 기능만 간편하게 쓸 수 있는 앱,5,2.8.9
DAILY NOTE,좋다,5,2.8.9
DAILY NOTE,나쁘지 않네요,3,2.8.8
DAILY NOTE,좋아요,4,2.8.9
DAILY NOTE,조아요! 디자인도 깔끔해서 적을 맛 나네요! 잘 쓰겠습니다!,5,2.8.9
DAILY NOTE,"이것저것없이 디자인이 깔끔합니다 생각날때마다 적어도 쓴 시간기준 날짜별로 정리되고, 그 날짜에 다시 수정하기가능. 검색기능있고 모아보기 기능 있으나 날짜가 역순으로 나옵니다",5,2.8.9
DAILY NOTE,깔끔,5,2.8.9
DAILY NOTE,무난하게 괜찮아요.,4,2.8.9
DAILY NOTE,좋습니다,5,2.8.9
DAILY NOTE,편함,5,2.8.9
DAILY NOTE,디자인도 맘에들고 특히 검색기능이 있어서 좋네요,4,2.8.9
DAILY NOTE,너무 좋은데 글자 굵기도 조절 가능했으면 좋겠어요~!,4,2.8.9
DAILY NOTE,그냥 깔끔한게 좋아보여서요 잘쓸께요,4,2.8.9
DAILY NOTE,너무 좋아요 이 앱에 정착했습니다!! 광고는 사실 있어도 별로 신경도 쓰이지 않지만 좋은 어플 만들어 주신것에 감사한 마음으로 광고제거 결제 했어요~! 깔끔하고 한 눈에 보기에도 너무 좋아요!! 다만 날짜에 영향 받지 않는 일반 메모장 기능도 있었으면 좋겠어요~!,5,2.8.9
DAILY NOTE,최고입니다!,5,2.8.9
DAILY NOTE,"진짜 짱이에요 ㅠㅠㅠㅠㅠㅠ 제가 글씨체도 바꿀 수 있고, 배경, 글씨크기, 날짜까지 다 바꿀 수 있는 메모앱을 찾고 있었는데 이 앱을 2달 가까이 사용해본 저로써는 정말 좋은 앱인 것 같아요 감사합니다 ㅠㅠㅠㅠ",5,2.8.9
DAILY NOTE,글 내용을 한눈에 볼수도 있고 검색도 가능해서 좋아요,4,2.8.9
DAILY NOTE,진짜 너무 좋은데 나중에 로그인 할 수 있게 해 주세여 ㅠㅠ 예전 폰에 썼었던 게 다 날아가서 허무해요 ㅠㅠ 제발 제발 제발요,5,2.8.9
DAILY NOTE,매우 편리합니다,5,2.8.7
DAILY NOTE,좋아요~,5,2.8.8
DAILY NOTE,간단한 일기형식처럼 쓰기에 좋은거 같아요.,4,2.8.8
DAILY NOTE,좋아요!!,5,2.8.9
DAILY NOTE,심플해서 좋네요  원하던 일기장이에요!,5,2.8.9
DAILY NOTE,만족합니다  메모위주의 일정 다이어리로 최고입니다,5,2.8.9
DAILY NOTE,분류할 수 있었으면,5,2.8.8
DAILY NOTE,심플하고 예뻐요,5,2.8.8
DAILY NOTE,디자인 깔끔하고 글쓰기도 좋네요 ㅎㅎ 일기 매일 쓰고 싶어질 것 같아요!,5,2.8.8
DAILY NOTE,좋은 거 같아요,4,2.8.8
DAILY NOTE,심플해서 좋아요,5,
DAILY NOTE,심플하고 딱 제 스타일이에요,5,2.8.8
DAILY NOTE,좋아용,5,2.8.8
DAILY NOTE,데일리 시리즈?? ㅋㅋㅋ 잘 쓰고 있어요. 글씨가 깔끔하고 이뻐요! 그리고 진짜 간단하게 뭔가 기록하고 그럴 때 정리하기 편해요.,5,2.8.8
DAILY NOTE,좋아요..,5,2.8.8
DAILY NOTE,아직 첫날이지만 첫인상이 넘 좋음ㅠㅠ 종이랑 글씨체 변경도 좋고 달력에 여러색 점으로 표시하는거랑 시계누르면 시간 자동입력되는거 오늘이야기 공개여부 일기쓰라고 알람주는거까지 소소한 행복이 담겨져있는 일기어플인듯 함 써보고 아래 광고표시가 거슬리면 이모티콘 하나 사는값으로 광고 지우는것도 굳굳,4,2.8.8
DAILY NOTE,생각 정리하는데 넘 좋고 심플해서 좋아연,5,2.8.8
DAILY NOTE,"일기 앱 이것저것 써보다 이걸로 정착했어요. 하루에 일기 한 개, 사진도 한 장밖에 넣을 수 없는 제약도 나름 앱의 스타일인 것 같아서 마음에 듭니다 (그림일기 같기도 하고) 폰트를 시스템 폰트로 설정하는 기능만 있었으면 합니다.",4,2.8.8
DAILY NOTE,"다 좋은데, 기기 자체의 폰트를 쓸 수 있었으면 더 좋겠습니다.",4,2.8.8
DAILY NOTE,일기적기에 딱 좋네요,5,2.8.8
DAILY NOTE,깔끔하고 모던해서 너무 좋아요 진짜 지금이 딱 알맞은 상태인듯,5,2.8.8
DAILY NOTE,심플하고 좋네요,5,2.8.8
DAILY NOTE,군더더기 없이 깔끔하고 좋습니다,5,2.8.8
DAILY NOTE,좋음,5,2.8.8
DAILY NOTE,실시간동기화가 이루어지면 좋을거같아요,4,2.8.8
DAILY NOTE,"해당 일자의 메모장을 작성 시, 사진과 기록 시각을 입력 할 수 있어서 하루동안 여러 번 기록을 할 때 시간별로 일렬 정리가 되니 보기에 편합니다. 틈틈히 짧은 글이나 생각을 옮겨두는 기록장으로서는 10점 만점에 9점 드리고 싶어요.  잘 쓸게요!",5,2.8.8
DAILY NOTE,깰끔하니 좋네요❤ 잘쓸게요!,5,2.8.8
DAILY NOTE,하루의 마지막을 정리할 수 있어서 너무 좋은 어플입니다.,4,2.8.8
DAILY NOTE,좋은거 같아요,4,2.8.8
DAILY NOTE,깔끔하고 일기뿐만 아니라 사진도 저장해서 기록할수 있어 좋아요,5,2.8.8
DAILY NOTE,틈틈히 기록하는 재미가 있네요.,5,2.8.8
DAILY NOTE,다 좋은데 핸폰 잊어버리면 자료 찾을 수 있는 방법 음슴요 따로 저장하는 방법밖에 ㅜㅜ,5,2.8.8
DAILY NOTE,"일기쓰면 숫자가 메인화면에서 보이는데 안보였으면 좋겠어요 전에 폰에선 안그랬는데,,, 암튼 깔끔하고 좋아요",5,2.8.8
DAILY NOTE,괴안네요,4,2.8.8
DAILY NOTE,후원했는데광고는왜안없어질까요ㅡㅡ,3,2.8.8
DAILY NOTE,사진하나 글하나 이렇게 입력가능하면 좋겠어요. 또 사진 선택 후에 그때그때마다 암호입력하라고하는게 불편하네요.  그외에 너무깔끔하고 간결하고 군더더기없어서 만족입니다.,3,2.8.8
DAILY NOTE,좋아요,5,2.8.8
DAILY NOTE,괜찮네요 아직 많이는 않써봤지만 깔끔헤서 좋네요.,5,2.8.8
DAILY NOTE,하루하루 나의 발전된 모습을 자세하게 알아볼 수 있을 것 같아요. 1년동안 꾸준히 써봐야겠네요,5,2.8.8
DAILY NOTE,혼자만의 일기쓰기 좋습니다. 특별한날 쓰면 다음에 읽으면 추억도 되새기게 되고 살다가 정말 답답할때 속마음을 편하게 털어놓을수도 좋구 그래요.,4,2.8.8
DAILY NOTE,백업이 잘되는게 정말 너무 좋아요!!,5,2.8.8
DAILY NOTE,심플하고 편리하다,5,2.8.8
DAILY NOTE,첫 글자 쓰면 안 써지는 현상? 그거하고 하루에 사진을 여러개 넣을수 있게 해주세요! 나머지는 다 좋아요,4,2.8.8
DAILY NOTE,사색의시간을갖는데도움주는어플,5,2.8.8
DAILY NOTE,적당히 쓸만하네요,4,2.8.8
DAILY NOTE,쓰기편해요,5,
DAILY NOTE,디자인이 심플하고 편안한 느낌이어서 좋아요♥♥,5,
DAILY NOTE,좋아요..앞으로도..이거쓰려구요..앱.다운받아서~,5,2.8.8
DAILY NOTE,와 진짜 좋아요,5,2.8.8
DAILY NOTE,굳굳 심플,5,2.8.8
DAILY NOTE,좋음 . 일기 쓰기 알람설정을 할 수 있어서 안까먹고 씁니다,4,2.8.7
DAILY NOTE,좋아요,5,2.8.8
DAILY NOTE,편해요,5,2.8.8
DAILY NOTE,정말 좋아요,5,2.8.8
DAILY NOTE,한번 써보고 바로 후원했습니다. 인터페이스도 간결하고 제가 원하는 기능만 있어서 좋네요.,5,2.8.8
DAILY NOTE,생각이정리되는기분,5,2.8.8
DAILY NOTE,사진 여러장 올릴 수 있거나 사진 하나에 글 하나 식으로 게시글처럼 하루에 여러개 올릴 수 있었으면...,5,2.8.8
DAILY NOTE,글씨를 쓸때 있으니 편리함,5,2.8.8
DAILY NOTE,군더더기 없이 깔끔해서 좋아요^^,4,2.8.7
DAILY NOTE,편리합니다. 좋습니다.,5,2.8.7
DAILY NOTE,하루마다 일기를 쓰고있는데 너무 좋아요.,5,
DAILY NOTE,깔끔하고 필요한 것만 있어서 가볍게 쓰기 좋아요.,5,2.8.7
DAILY NOTE,사용된 폰트 이름들 다 알 수 있을까요,4,2.8.7
DAILY NOTE,깔끔해서 좋습니닷,5,2.8.7
DAILY NOTE,생각날때마다 적을수있어서 유용하게 ㅆ고 있어요! 편리해요!,5,2.8.7
DAILY NOTE,줄간격 조정하는 옵션이 있으면좋겠어요 글씨크기를 줄였더니 너무넓어보이네요..,5,2.8.7
DAILY NOTE,깔끔 무난 그 자체.. 첫 일기앱인데 만죡,5,2.8.7
DAILY NOTE,일기 쓰려고 할 때 키보드가 바로 안나오거나 다소 버벅거리는 경우가 있음,3,2.8.7
DAILY NOTE,갑자기ㅜ내용없어지는것마뉴빼면 완벽해요,5,2.8.7
DAILY NOTE,간단한 일기장 찾고있었는데 제격이네요~!!,5,2.8.7
DAILY NOTE,굿굿,5,2.8.7
DAILY NOTE,예전부터 이런 좋은 앱을 찾고 있었는데 드디어 찾았어요! 글씨체도 이쁘고 정말 편리한것 같아요! 디자인도 깔끔하고.......😍,5,2.8.7
DAILY NOTE,하루를 정리할 수 있어 정말 좋고 의미있는 앱인거같아요! 추천추천!,5,2.8.7
DAILY NOTE,좋습니다^^,5,2.8.7
DAILY NOTE,간단히 메모할수있어 좋아요,5,2.8.7
DAILY NOTE,진짜좋아요! 전 진짜 리뷰 잘 안남기는 편인데 너무 좋아서 남기게 하네요 하나 있으면 좋을 것 같은 기능은 가운데 정렬이라던지 글 작성에 편리한 기능이 더 있으면 진짜 더 좋을것같네요...! 감사합니다♥,4,2.8.7
DAILY NOTE,일단  깔끔하고 ^^b 심플 그자체입니다. 아주 좋습니다~^^/,4,2.8.7
DAILY NOTE,너무 예쁘고 좋아요! 그런데 사진첨부를 여러장 할 수 있었음 좋겠어용 한장만 가능해서 그게 조금 아쉽네요,4,2.8.7
DAILY NOTE,좋아요,5,2.8.7
DAILY NOTE,잊어버리기 쉬웠던 소소한 일상까지  메모할수있어  넘 좋으네요~~^^,5,2.8.7
DAILY NOTE,일기어플 전전하다가 정착합니다. 시간 입력도 간편하게 되어서 식사일기도 함께 병행중. 조만간 광고제거(1900) 구매해서 계속 쓸듯 합니다. txt내보내기 기능도 있답니다.,5,2.8.7
DAILY NOTE,막연하게 줄 글로 쭉 쓰기 좋은거 같아요  모아서 볼 수도 있고 깔끔하니 좋네요,5,2.8.7
DAILY NOTE,좋아요....,5,2.8.7
DAILY NOTE,"달력으로 확인하는 기능이 좋고, 지나쳐버린 일기도 쓸수있고 잘못기록한걸 자유롭게 수정할수있는건 정말 좋아요. 어플도가벼워서 좋아요. 다만, 사진첨부가 여러장 안되는거 아쉽고 달력에 기본달력처럼 공휴일등을 표시해주면 좋을것같아요.",4,2.8.7
DAILY NOTE,새벽에 잠 안올때 한두개씩 쓰고 있습니다 최고네요,5,2.8.7
DAILY NOTE,디자인이 깔끔해서 좋아요,5,2.8.7
DAILY NOTE,최고,5,2.8.7
DAILY NOTE,편리하고 간편하고 좋아요~~,5,2.8.7
DAILY NOTE,깔-끔,5,2.8.7
DAILY NOTE,깔끔해서 쓰기 좋아요. 한번 깔아보세요.,5,2.8.7
DAILY NOTE,사용해보니 괜찮네요...,5,2.8.7
DAILY NOTE,같은 날짜에 따로따로 쓰는 기능이 있어도 괜찮을 것 같아요.,5,2.8.7
DAILY NOTE,앱 잘사용하고 있습니다 맞춤법을 검사할수 있었으면 좋겠어요.,4,2.8.7
DAILY NOTE,오랜만에 내 얘기를 글로 써보는거같아요.. 좋네요..,4,2.8.7
DAILY NOTE,디자인이 너무 제취향이네요 ㅎ,5,2.8.7
DAILY NOTE,심플해요,5,2.8.7
DAILY NOTE,원했던 어플이예요.....매우 유용하게 사용하고 있습니다....,5,2.8.7
DAILY NOTE,좋아용!,5,2.8.7
DAILY NOTE,일기쓰기 좋아요,5,2.8.6
DAILY NOTE,굳쟙,5,2.8.7
DAILY NOTE,육아일기 쓰고있어요 깔끔하니 너무 예뻐요 팝업으로 일기 안쓴날 알려주면 좋겠어요,5,2.8.7
DAILY NOTE,앱내 결제해서 쓰고있습니다 심플해서 딱 좋네요,5,2.8.7
DAILY NOTE,개좋음,5,2.8.7
DAILY NOTE,심플해서 좋은거 같아요,5,2.8.7
DAILY NOTE,좋아용,5,2.8.7
DAILY NOTE,이건 정말  좋음요.. 매일마다  쓰려면 조금 힘들겠지만  잼잼  재미있는것가타용~~,4,2.8.7
DAILY NOTE,앱 분위기가 깔끔해서 글 쓰기 좋아요 굳,5,2.8.6
DAILY NOTE,종아요 관리하기 펻하구,5,2.8.7
DAILY NOTE,심플하고 좋아요,5,2.8.7
DAILY NOTE,깔끔하고좋아요~^^,4,2.8.7
DAILY NOTE,간단하고 깔끔한게 좋네요,5,2.8.7
DAILY NOTE,깔끔해서 맘에 들어요!,5,2.8.7
DAILY NOTE,깔끔하고 편리해서 좋아용,5,2.8.6
DAILY NOTE,일기장같은 어플 많이 다운로드받았지만 이렇게 심플하고 맘에 쏙 드는어플이 없네요 학생인지라 후원은 못하지만 감사합니다. 별 다섯개 남기고가요!!,5,2.8.6
DAILY NOTE,심플한게 맘에드네요,5,2.8.6
DAILY NOTE,간편해서 사용하기 좋아요,5,2.8.6
DAILY NOTE,완전 좋아요 !! 보통 리뷰는 귀찮아서 안남기는데 이건 정말 저의 귀찮음을 뚫고 리뷰를 작성하고 있네요 ㅋㅋ 제가 일기나 운동같은건 작심삼일이라서 이번에도 그냥 삘타서 어플 설치했는데 지금 한달정도 꾸준히 적고 있어요 ㅜ 그냥 하루에 뭘 했엇는지 어땠는지 같은걸 적으면서 하루를 되돌아보고 힘든일 있으면 글 적어서 떨쳐보내고 좋은일있으면 글 적어서 마음속에 담고 하는데 정말정말 좋습니다,5,2.8.6
DAILY NOTE,좋아요 내맘에들어요,5,2.8.6
DAILY NOTE,심플하고 보기가 너무 좋아요!,5,2.8.6
DAILY NOTE,쓰기 편리하고 예뻐요~♡,5,2.8.6
DAILY NOTE,글씨체도 예쁘고 배경도 좋아요. 근데 하루에 더 많이 적거나 제목도 적을수 있음 좋겠어요,4,2.8.6
DAILY NOTE,정말 최고에요 !!!!,5,2.8.6
DAILY NOTE,짱좋아여 펜들기귀찮아서 앱으로 일기쓰기시작했는데 디자인도 심플하고 좋아요!!👍 개발자님 감사합니다,5,2.8.6
DAILY NOTE,너무 좋네요 !간단해서 좋고 쓰고나면 기분까지 좋아집니다. 뭘 자꾸 추가하고 싶어져요,5,2.8.6
DAILY NOTE,지금도 좋은데 더 좋은 발전  해줄것을 믿고 4점만,4,2.8.5
DAILY NOTE,"넘넘 심플하고 좋지만 글의 굵기, 기울기, 취소선 같은걸 넣을 수 있게 해주셨으면 좋겠어요. 그리고 하루에 메모를 더 많이 적을 수 있도록 해주시면 좋겠어요. 좋은 앱 감사합니다!",4,2.8.6
DAILY NOTE,정말좋고 돈값합니다. 부디 플라바같은 일만 안나게 해주세요,5,2.8.6
DAILY NOTE,"깔끔해서 정말 좋아요! 글꼴, 배경색, 무지/라인 등을 선택할 수 있는 것도 정말 좋습니다ㅎㅎ",5,2.8.6
DAILY NOTE,깔끔해서 좋아요,4,2.8.5
DAILY NOTE,깔끔하고 예쁩니다,5,2.8.5
DAILY NOTE,일기장 최고의앱,5,2.8.6
DAILY NOTE,비밀번호를 적용시켜 놓았는데 마지막 4번째 자리가 하얀색에서 파란색으로 변하지 않아 앱을 사용할 수가 없네요 안에 쓴 내용들이 많아 다시 제거하고 사용할 수도 없구요 해결방법이 있나요? 빠른 답변 부탁드립니다.,3,2.8.5
DAILY NOTE,좋아요,5,2.8.5
DAILY NOTE,너무 쪼아염! 시간 표시가 간편한게  너무 맘에 들어요👍👍,5,2.8.5
DAILY NOTE,깔끔하고 좋아요!,5,2.8.5
DAILY NOTE,일기장으로 정말 만족스럽습니다. 시계기능도 있어서 추가하고싶을때마다 써요.,5,2.8.5
DAILY NOTE,쓰기편하네요.,5,2.8.5
DAILY NOTE,좋아요,5,2.8.5
DAILY NOTE,괜찮은거같아요~,4,2.8.2
DAILY NOTE,글씨체가 느낌있고 기능도 단순해서 좋습니다. 다만 같은 날짜라도 여러 개의 일기를 쓸 수 있으면 좋겠습니다.,4,2.8.5
DAILY NOTE,맘에듭니다  단순하면서도 편리한기능이많네요,4,2.8.5
DAILY NOTE,좋은 어플인것 같아요. 자신을 돌아볼 수 있게 해주는!!,5,2.8.5
DAILY NOTE,좋습니다 월별로 한눈에 볼 수 있으니 너무 좋아요^^ 사진만 더 추가할수 있으면 최고일것 같습니다^^,5,2.8.5
DAILY NOTE,하루에 일과를 쓰려고 앱을 찾다가 깔끔하고 사용하기도 너무 쉽고 좋네요~ 최고입니다.,4,2.8.5
DAILY NOTE,"이 앱, 완전 좋아요. 그렇지만 일기장을 여러개 쓸 수 있었으면 좋겠습니다. 제가 강아지를 키우는데, 성장 일기와 개인 일기를 따로 정리해서 쓰고 싶은데 그 기능이 없는 것 같아요. 되지 않더라도 혹시나 부탁드립니다. 이 기능만 있으면 완벽 그 자체일 것 같네요",5,2.8.5
DAILY NOTE,바로 샀다 내가 사용할줄 모르는 건지 사용하면서 느낀 아쉬운 것은 하루에 여러개를 못쓴다는 점. 그 아쉬움을 보완 하자면 시간을 추가하여 이어서 쓰면 된다. 하지만 추가한 글에 대한 사진을 추가하지 못한다니 속상하다. 몇장 더 추가 할 수 있으며 사진 위치를 옮길 수 있으면 좋겠다. 그리고 너무 저렴한데 좀 더 비싸도 샀을 것 같다.,5,2.8.5
DAILY NOTE,깔끔하고 좋아요 지문등록도할수있고,5,2.8.5
DAILY NOTE,글씨체도 넘 이쁘고 간단 하게 잘사용할수 있어서 좋아요!!! 요즘 꾸준히 이용하고 있어욤!!!,5,2.8.5
DAILY NOTE,다 좋은데 제발 한개이상 쓰게 해주세요ㅠ 쓰고싶은 글은 많은데 하나밖에못올리네요,5,2.8.5
DAILY NOTE,정말 잘 쓰고있어요!! 좋아요!! 그리고 하나 부탁인건 크리스마스에만 특별하게 꾸며져있던데 다른 기념일도 이쁘게 꾸며주셨으면 좋겠어요!!,5,2.8.5
DAILY NOTE,깔끔하고 좋아요. 사진도 그날을 설명할 수 있는 사진 하나 딱 올릴 수 있는게 적당하고 좋은 것 같아요. 좋은어플 감사합니다~!,5,2.8.5
DAILY NOTE,디자인도 깔끔하고 보기도 편해서 하루하루 기록 남기기에 좋아요,5,
DAILY NOTE,사진첨부하나밖에안되는게아쉽다.,4,2.8.5
DAILY NOTE,뭐 기록하거나 하루씩  일기쓰는거 좋아해서 많은 어플을 써뵜는데 개인적으로 이앱이 가장마음에든다 무척깔끔해서 좋음,5,2.8.5
DAILY NOTE,"정말 심플한게 제 스타일이고, 간간히 오늘 있었던 일 이라던지 힘들었던거라던지 다 털어놓는거에 이만한게 없어요 ㅠㅠㅠ 자기전에 맨날 일기 한 번씩 쓰는 습관이 생겨서 좋아요 뭔가 발전하는 기분도 들고!! 완전 강추해요 개발자님 짱",5,2.8.5
DAILY NOTE,일기장을 쓰기엔 최적인듯,5,2.8.5
DAILY NOTE,"별의 별 일기앱 다 써봤는데, 이게 젤 심플하고 깔끔해서 좋네요~ : )",5,2.8.5
DAILY NOTE,괜찮음. 메모 용도로 S달력이랑 보완해서 쓰고 있는데 심플해서 쓰기 편함.,5,2.8.5
DAILY NOTE,좋네요,4,2.8.5
DAILY NOTE,진짜 나랑 너무 잘맞는 일기장,5,2.8.5
DAILY NOTE,"하루를 마치면서 매일적는데 참좋다 나같은경우는 그날 운동여부,커피량등을 적고 그날있었던일도 요약해적는다 좋은앱발견해서 잘쓰고있어요",5,2.8.5
DAILY NOTE,깔끔하고 편합니다,4,2.8.5
DAILY NOTE,설마 하루에 하나밖에 못 쓰는 건가요? 전 메모 어플을 찾고 있었던 건데 일기장이라 그런가 아쉽네요... 정말 너무 깔끔하고 예뻐서 마음에 들어요. 이 일기장과 똑같이 메모 어플 만들어 주시면 안 될까요? 부탁드려요 ㅜㅜ,3,2.8.5
DAILY NOTE,좋아용,5,2.8.5
DAILY NOTE,써보고 괜찮은거 같아서 구매때림,5,2.8.5
DAILY NOTE,깔끔하고 간단한게 제일 좋은것 같습니다!!,4,2.8.5
DAILY NOTE,질문부터 별의 별 다이어리 어플들 깔아보고 사용해 봤지만 사용해 볼 수록 간단하고 깨끗한 것이 가장 최상이라는 생각에 찾다 이 앱이 딱 마음에 듭니다. 광고 뜨는 건 후원하니 깔끔하게 해결됐고 더 바랄 것 없이 잘 사용 중입니다.,5,2.8.5
DAILY NOTE,깔끔하고 다 좋은데 타임스탬프기능이 현재시간과 맞질 않네요..오류인가요?,4,2.8.5
DAILY NOTE,깔끔한 앱으로 좋습니다,5,2.8.5
DAILY NOTE,간단하게 하루에 질문하나. 로 해서 오늘의 일기를 적는게 아니라 쓸게 없는 하루는 질문의 답변을 하면서 의미있게 채워가는것도 좋을것 같습니다,5,2.8.5
DAILY NOTE,아악 제작자 분들 일단 감사드리고요 어... 광고를 좀... ㅠㅠ 제가 일기를 쓰는데 키보드 위에 뜨는 광고 때문에 산통이 확 깨지는 거 같아요 원래 키보드 위에는 없었는데 개인적으로 조금 슬프네요 하하 그래도 좋아요 잘 쓰고 있습니다 덕분에 매일 쓰는 버릇도 생겼어요,5,2.8.5
DAILY NOTE,간단히 좋네요,5,2.8.5
DAILY NOTE,굳뜨,5,2.8.3
DAILY NOTE,깔끔하고 감성적이라 좋은거같아요,4,2.8.3
DAILY NOTE,단순 명료한 UI가 마음에 들어요!,5,2.8.3
DAILY NOTE,깔끔하고 이뻐오,5,2.8.5
DAILY NOTE,정말 최고입니다!,5,2.8.5
DAILY NOTE,요일도 표시해주셨으면 좋겠습니다 예) 2018.02.09(Fri),4,2.8.5
DAILY NOTE,스킨 적네요..,4,2.8.3
DAILY NOTE,사진을 두어장 더 올릴 수 있었으면 좋겠어요. 깔끔헤서 좋습니다.,4,2.8.4
DAILY NOTE,깔끔한 느낌이 좋네요 ㅎㅎ 자주 쓸것같아요,5,2.8.4
DAILY NOTE,일기 쓰듯이 깔끔하고 복잡하지 않아서 좋네요.  긴글도 쓸수 있고,5,2.8.4
DAILY NOTE,깔끔하고 간단하게 쓸 수 있어서 참 좋아요 ㅎㅎ,5,2.8.3
DAILY NOTE,무난하게 쓰기 좋음,4,2.8.3
DAILY NOTE,좋아요~ 깔끔하고 마음에 들어요,5,
DAILY NOTE,마음이 편안해지는 앱,5,2.8.3
DAILY NOTE,디자인이 심플해서 좋아요 또 글씨체도 고를수 있어서 더 좋은것같아요,5,2.8.3
DAILY NOTE,깔끔하고 너무 좋아요,5,2.8.3
DAILY NOTE,심플하고 괜찮지만 앱이 조금 무거운 느낌이에요,4,
DAILY NOTE,심플한게 너무 큰 장점입니다,5,2.8.3
DAILY NOTE,좋아요,5,2.8.3
DAILY NOTE,깔끔하고 분위기가 좋네요,5,2.8.3
DAILY NOTE,깔끔하니 좋아요,5,2.8.3
DAILY NOTE,깔끔하고 편리하고 너무 좋아요 감사합니다.,5,2.8.3
DAILY NOTE,좋아요! 그런데 제가 쓴 일기를 오늘의 이야기에 공유하고 싶은데 어떻게 하는지 설명이 나와있지않네요ㅜㅜ,5,2.8.3
DAILY NOTE,군더더기 하나 없이 내가 원했던 모든조건이 갖추어진 일기장어플.,5,2.8.3
